coordination,pipeline_condition,accuracy,fallback_frequency,centroid_shift_mean,centroid_shift_gm,centroid_shift_delta
uncoordinated,majority_voting,0.0,0.0,0.3458359181880951,0.06534666844758868,0.2804892497405064
uncoordinated,stage1_only,1.0,0.0,0.3458359181880951,0.06534666844758868,0.2804892497405064
uncoordinated,full_pipeline,1.0,0.0,0.3458359181880951,0.06534666844758868,0.2804892497405064
coordinated,majority_voting,0.0,0.0,0.35091336369514464,0.07675021119482107,0.2741631525003236
coordinated,stage1_only,1.0,0.0,0.35091336369514464,0.07675021119482107,0.2741631525003236
coordinated,full_pipeline,1.0,0.0,0.35091336369514464,0.07675021119482107,0.2741631525003236
maximally_adversarial,majority_voting,0.0,0.0,0.35091336369514464,0.07675021119482107,0.2741631525003236
maximally_adversarial,stage1_only,1.0,0.0,0.35091336369514464,0.07675021119482107,0.2741631525003236
maximally_adversarial,full_pipeline,1.0,0.0,0.35091336369514464,0.07675021119482107,0.2741631525003236
